WORD,MEANING,PART OF SPEECH
tintrey,᛫ torment ᛫ torture ᛫,N
tintreythane,᛫ an officer in charge of torture or execution ᛫,N
tire,᛫ glory ᛫,N
tire,᛫ to feel or make weary ᛫ to lose interest in ᛫ to bore ᛫,V
tiresome,᛫ boring ᛫ tedious ᛫,AJ
tish,᛫ a buzzard ᛫,N
tit,᛫ a teat ᛫ a mammary gland ᛫ a nipple ᛫,N
titch,᛫ a kid ( a young goat ) ᛫,N
titch,᛫ a young goat ᛫,N
tithe,᛫ a tenth ᛭ to give a tithe of something ᛫ to decimate ᛫,N᛭V
tithing,᛫ an administrative region below hundreds ᛫,N
Titicaca Mere,᛫ Lake Titicaca ᛫,N(P)
titling,᛫ an Anthus pratensis bird ᛫,N
titmouse,᛫ a Paridae bird ᛫,N
tiver,᛫ cinnabar ᛫ the orange red hue of cinnabar [ᚹ] ᛭ to paint ( with cinnabar ? ) ᛫,N᛭V
tiver,᛫ a sacrifice ᛫ an offering ᛫ a victim ᛫,N
to boot,᛫ in addition ᛫ as well ᛫,AV
to wit,᛫ that is to say ᛫ namely ᛫ specifically ᛫,AV
toadstool,᛫ mushroom ᛫,N
toady,᛫ a sycophant ᛫ a charlatan's assistant ᛭ to engage in sycophancy ᛫,N᛭V
toaker,᛫ one's husband's brother ᛫,N
Toba Mere,᛫ Lake Toba ᛫,N(P)
toburst,᛫ to rupture ᛫,V
toburstenness,᛫ a rupture ᛫,N
tocome,᛫ an arrival ᛫ a coming ᛫ the future ᛫,N
todeal,᛫ to divide ᛫ to distribute ᛫ to part ᛫ to separate ᛫,N᛭V
todealedness,᛫ a division ᛫ a distinction ᛫ a separation ᛫,N
todo,᛫ a commotion ᛫ a fuss ᛫,N
todrive,᛫ to disperse ᛫ to scatter ᛫ to drive away ᛫ to drive out ᛫ to shatter and disperse into pieces ᛫,V
toebone,᛫ a phalanx of a toe ( anatomy ) ᛫,N
tofall,᛫ an incident ᛫ a befalling ᛫,N
tofall,᛫ a coincidence ᛫,N
tofare,᛫ to go in different directions ᛫ to go off separately ᛫ to part ways ᛫,V
tofloat,᛫ to float in different directions ᛫ to be dispersed by water ᛫,V
tofore,᛫ in front ᛫ first ᛫ first in importance ᛫ previously ᛭ in front of ᛫ in or into the presence of ᛫ prior to᛫ preceding ᛫,AV᛭P
tofore that,᛫ prior to when ᛫,C
togang,᛫ access ᛫ admission ᛫,N
token,᛫ sign ᛫ badge ᛫ marking ᛫ mark ᛫ symbol ᛫,N
tokenbearer,᛫ a signifier ᛫ a standard bearer ᛫,N
tokening,᛫ a representation ᛫ an indication of something's true condition ᛫ evidence ᛫ gesturing ᛫ a memorial ᛫ amemento ᛫,N
toknow,᛫ to discern ᛫ to distinguish ᛫ to know the difference between ᛫,V
tolimb,᛫ to dismember ᛫ to remove a limb ᛫,V
tolithe,᛫ to dismember ᛫,V
toll,᛫ tax ᛫ assessment ᛫ fee ᛫,N
toller,᛫ a toll-taker ᛫ tax-gatherer ᛫,N
ton,᛫ that one ᛫,PN
toname,᛫ a surname ᛫ a nickname ᛫ epithet ᛫,N
tone,᛫ a twig ᛫ a twig or piece of wood used in augury divination or casting lots ᛫,N
tonglings,᛫ forceps ᛫,N
tongue,᛫ a lingua ᛫ a language ᛫ an odontophore ᛫ a proboscis ᛫,N
tonguebone,᛫ a hyoid bone ᛫,N
tonguefall,᛫ an accent ( in speech ) ᛫,N
tonguely,᛫ lingual ᛭ lingually ᛫,AJ᛭AV
tool,᛫ an instrument ᛫,N
tooler,᛫ a mechanic ᛫ a technician ᛫,N
toolfall,᛫ the instrumental case ᛫,N
toom,᛫ empty ᛫,AJ
toot,᛫ to pry ᛫ to spy ᛫ to peep ᛫ to peek ᛫ to peer ᛫,V
tooth,᛫ to indent ᛫ to serrate ᛫,V
toothed,᛫ dentate ᛫ indented ᛫ jagged ᛫ serrated ᛫ cogged ᛫,AJ
toothleech,᛫ a dentist ᛫,N
toothless,᛫ ineffectual ᛫ lacking in means to enforce something ᛫,AJ
toothly,᛫ dental ᛫ dentally ᛫,AJ᛭AV
toothsome,᛫ delicious ᛫ scrumptious ᛫,AJ
topside,᛫ the upper outer surface of the ship above the waterline ᛭ above decks such as on the bridge ᛫,N᛭AJ
topsyturviness,᛫ chaos ᛫ disorder ᛫,N
topsyturvy,᛫ backwards ᛫ upside-down ᛫ chaotic ᛭ backwards ᛫ upside-down ᛫ chaotically ᛫,AJ᛭AV
tor,᛫ a peak which is rocky ᛫ a hill which is rocky ᛫,N
tor,᛫ a tower ᛫,N
torght,᛫ to make clear ᛭ bright ᛫ splendid ᛫ beautiful ᛫ clear ᛭ beautifully ᛫ clearly ᛫ splendidly ᛫,V᛭AJ᛭AV
torghtly,᛫ splendid ᛭ splendidly ᛫,AJ᛭AV
torghtness,᛫ glory ᛫ splendour ᛫,N
torn,᛫ anger ᛫ wrath ᛫ trouble ᛭ bitter ᛫,N᛭AJ
tornquid,᛫ an utterance that causes grief ᛫ bitter grievous or distressing words ᛫,N
torve,᛫ to throw ᛫ to pelt ᛫,V
toshrithe,᛫ to split apart ᛫,V
touder,᛫ offspring ᛫ progeny ᛫ a foetus ᛫ a fetus ᛫ a race ᛫ a breed ᛫ product ᛫,N
tout,᛫ to promote ᛫ to publicize ᛫ to advertise ᛫,V
toward,᛫ future ᛫ approaching ᛫ promising ᛫ docile ᛫ obedient ᛫ cooperative ᛭ towards ᛫,AJ᛭P
toward tide,᛫ the future tense ᛭ of the future tense ᛫,N᛭AJ
towardness,᛫ the future ᛫,N
town green,᛫ a town square ( esp one covered in grass ) ᛫,N
toyear,᛫ this year ᛫,N&amp;AV
toyen,᛫ in defence against ᛫ in moral opposition to ᛫,P
traughten,᛫ to expound ᛫ to explain ᛫,V
tread,᛫ to walk upon ᛫ to walk along ᛫ to trot ᛫,V
treadle,᛫ a pedal ᛫ a foot lever ᛫,N
treehoney,᛫ syrup ᛫ treacle ᛫,N
treely,᛫ arboreal ᛫,AJ
treen,᛫ small domestic wooden objects ( esp antiques ) ᛭ made of tree ᛫ wooden ᛫,N᛭AJ
treewright,᛫ a carpenter ᛫,N
trend,᛫ a general direction in which something is developing or changing ᛫ a fashion ᛭ to bend ᛫ to roll ᛫ torevolve ᛫ to turn ᛫,N᛭V
trendle,᛫ an orb ᛫ a sphere ᛭ to roll ᛫ to roll around ᛫,N᛭V
trendled,᛫ rounded ᛫ round ᛫ circular ᛫,AJ
trendsetter,᛫ A fashionista ᛫,N
trendy,᛫ new and fashionable ᛫,AJ
trey,᛫ affliction ᛫ suffering ᛫ pain ᛫ vexation ᛫ grievance ᛭ to afflict ᛫ to vex ᛫ to annoy ᛫ to irritate ᛫ tobother ᛫,N
trim,᛫ to remove excess ᛫ to shorten something's length ᛭ neat ᛫ in shape ᛫,V᛭AJ
trimmer,᛫ a political pragmatist ᛫ a political opportunist ᛫ a political moderate ᛫,N
trind,᛫ a ball ? ᛫,N
trod,᛫ a track ᛫ a foot print ᛫ a trace ᛫,N
troth,᛫ faith ᛫ a religion ᛫ a creed ᛫ a doctrine ᛫ loyalty ᛫ fidelity ᛫ allegiance ᛫ adherence to one's oaths ᛫,N
troth,᛫ ( denotes allegiance ) ᛫,SUFFIX
trothful,᛫ faithful ᛫ loyal ᛫,AJ
trothless,᛫ unfaithful ᛫ disloyal ᛫ impious ᛫ undevout ᛫,AJ
trothplight,᛫ a betrothal ᛭ to betroth ᛭ betrothed ᛭ engaged ᛫,N
trough,᛫ a duct ᛫ a minimum ( mathematics ) ᛫,N
trouth,᛫ a trumpeter ᛫,N
trow,᛫ to trust ᛫ to believe in ᛫ to have faith in ᛫,V
trowfast,᛫ loyal ᛫ faithful ᛫,AJ
trowless,᛫ faithless ᛫ infidel ᛫,AJ
truce,᛫ an armistice ᛫,N᛭V
truck,᛫ to fail ( at something ) ᛫ to fail ( a duty ) ᛫ to be insufficient ᛫ to be deficient ᛫,V
true,᛫ reliable ᛫ dependable ᛫ factually accurate ᛫,N
true allow,᛫ an Aloe vera plant ᛫,N
trum,᛫ firm ᛫ safeguarded ᛫,AJ
trum,᛫ a troop of soldiers ᛫ an army ᛫ forces ( as in armies ) ᛫ a company ᛫ a military array ᛫,N
trundle,᛫ to move or cause to move slowly and heavily typically in a noisy or uneven way ᛫,V
truse,᛫ to swear to the truth of ᛫ to guarantee [ᚹ] ᛫,V
trustworthy,᛫ reliable ᛫ dependable ᛫,AJ
trusty,᛫ reliable ᛫,AJ
truthful,᛫ honest ᛫ sincere ᛫,AJ
truthfulness,᛫ honesty ᛫ sincerity ᛫,N
Tuesday,᛫ Tuesday ᛫,N(P)
Tuesnight,᛫ the night following Tuesday's dusk ᛫,N(P)
tumb,᛫ to dance ᛫ to jump ᛫ to dance and jump about ᛫,V
tun,᛫ a large cask ᛫ a fermenting vat ᛫ 2240 pounds ( by extension an indefinite large quantity ) ᛫,N
tunereeve,᛫ a praetor ᛫ a bailiff ᛫,N
tungle,᛫ a planet ᛫ a moon ᛫,N
tunglecraft,᛫ planetology ᛫,N
tungler,᛫ an astronomer ᛫,N
tunsingwort,᛫ a Veratrum album plant ( white hellebore ),N
turd,᛫ a piece of solid faeces ᛫,N
turdle,᛫ a pellet of faeces ( like that of a sheep ) ᛫,N
turf,᛫ territory ᛫ an area of influence ᛫ the top layer of Earth with grass ᛫ sod ᛫,N
turfen,᛫ made of turf ᛫ covered with turf ᛫,AJ
Turkana Mere,᛫ Lake Turkana ᛫,N(P)
tusk,᛫ a tenon ᛫,N
twain,᛫ two ᛭ to split into two ᛫,N᛭V
twaincloud,᛫ cumulostratus ᛫,N
tweak,᛫ modification ᛭ to modify ᛫,N᛭V
tweam,᛫ to divide ᛫ to separate ᛫ to cause dissent among ᛫ to estrange ᛫,V
tweaming,᛫ a division ᛫ a separation ᛫ a distinction ᛫,N
tween,᛫ doubt ᛫ ambiguity ᛫ uncertainty ᛭ to doubt ᛫ to question ( as in to lack confidence in ) ᛫,N᛭V
tweenbrain,᛫ the diencephalon ᛫,N
tweenenly,᛫ dubitative ( grammatical term ) ᛫,AJ
tweenle,᛫ doubtful ᛫ ambiguous ᛫ uncertain ᛫,AJ
Twelve Tokens,᛫ the Zodiac ᛫,N
twelvefold,᛫ duodecuple ᛫,AJ᛭AV
twi,᛫ duo- ᛫ bi- ᛫ do- ᛫ double- ᛫,PREFIX
twibill,᛫ an axe ; halberd ; or mattock which is double bladed ᛫,N
twichore,᛫ a double duty ᛭ double duty ᛫,N᛭AJ
twiddle,᛫ a tilde ᛫,N
twifold,᛫ to double ᛫,V
twifoldly,᛫ double ᛫ dual ᛫,AJ
twig,᛫ a branch ( esp a small one ) ᛫,N
twiganger,᛫ Doppelgänger ᛫,N
twihorned,᛫ bicornous ᛫,AJ
twill,᛫ a fabric with a twill weave ᛭ to weave such a pattern ᛫,N᛭V
twin,᛫ a double ᛭ double ᛫ dual ᛫,N᛭AJ
twinay,᛫ double negative ᛫,N
twine,᛫ a string of two or more strands twisted together ᛫ a twist ᛫ a convolution ᛭ to twist ᛫,N᛭V
twinge,᛫ a sharp pain ᛫ a pang ᛭ to pinch ᛫ to cause a sharp pain ᛫,N᛭V
Twins,᛫ Gemini ᛫,N(P)
twinter,᛫ a two year old creature ᛫,N
twinword,᛫ a doublet word ᛫,N
twispeech,᛫ deceit ᛫ slander ᛫,N
twissel,᛫ a double fruit or a pair of like things growing on a tree ᛫ a junction ᛫ a road or river fork ᛭ double ᛫twofold ᛫,N᛭AJ
twist,᛫ to writhe ᛫ to contort ᛫ to twine ᛫ to coil ᛫ to turn ᛫ to sprain ᛫,V
twister,᛫ a tornado ᛫,N
twitchen,᛫ a narrow passage ᛫ a lane ᛫ an alley ᛫,N
twiteethed,᛫ bidental ᛫,AJ
twitongued,᛫ bilingual ᛫,AJ
twiway,᛫ a place where two roads meet ᛫,N
twiway,᛫ a crossroads of two roads ᛫,N
twiwield,᛫ dyarchy / diarchy ᛫,N
twodeal,᛫ a two-piece swimsuit ( a bikini ) ᛫,N
twofold,᛫ double ᛫,AJ
twofooted,᛫ bipedal ᛫,AJ
twoling,᛫ a doublet [ᚹ] ᛫ a twin crystal ᛫,N
twoness,᛫ duality ᛫ doubleness ᛫ duplicity ᛫ biformity ᛫,N
twosided,᛫ bilateral ᛫,AJ
twosome,᛫ a couple ᛫ a pair ᛫ a duo ᛫ a duet ᛫ a diad ᛫ a duad ᛫ ,N
twoth,᛫ second ( a second thing ) ᛭ second ( second place in a sequence ) ᛫,N᛭AJ
twowheeler,᛫ a bicycle ᛫,N
tye,᛫ a box of small size ᛫,N
tye,᛫ a piece of enclosed land ᛫ a pasture ᛫ a common ᛫,N
tye,᛫ a pull ᛫ a tug ᛫,N
Tye,᛫ an English god equivalent to Norse Tyr ᛫ the planet Mars ᛫,N(P)
Tyeling,᛫ a Martian ᛫ an inhabitant of Mars ᛫,N
Tyely,᛫ Martian ᛫,AJ
tyke,᛫ a mutt ᛫ a mongrel ᛫ an inferior dog ᛫ a small child ᛫,N
Ukraine,᛫ Ukraine ᛫,N
umb,᛫ around ( both locational and temporal ) ᛫ concerning ᛫ regarding ᛫ after ( temporal ) ᛫,P
umb,᛫ circum- ᛫,PREFIX
umbecast,᛫ to travel around ᛫ to explore ᛫ to cast about ᛫ to ponder ᛫,V
umbeight,᛫ a collection ᛫ a combination ᛫ a collation ᛫,N
umbethink,᛫ to remind oneself ᛫ to consider [ᛏ] ᛫ to remember ᛫,V
umbfang,᛫ to circumscribe ᛫ to encompass ᛫ to surround ᛫,V
umbfare,᛫ a circuit ᛫ a going around ᛫,N
umbflow,᛫ a circulation of fluid ᛫,N
umbgang,᛫ a circling ᛫ a circuit ᛫ a circumference ᛫,N
umbgo,᛫ to encompass ᛫ to surround ᛫,V
umbhang,᛫ to hang round with clothing or ornament ᛫ to drape ᛫ to deck ᛫,V
umbhow,᛫ solicitude ᛫ anxiety ᛭ solicitous ᛫ anxious ᛫,N᛭AJ
umblithe,᛫ to circumnavigate ᛫,V
umbloater,᛫ a spectator ᛫ an observer ᛫,N
umbloud,᛫ an umlaut ᛫,N
umbset,᛫ to siege ᛫ to blockade ᛭ set around ᛫,AJ&amp;P
umbsnithe,᛫ to circumcise ᛫,V
umbspeak,᛫ to discuss ᛫,V
umbspeech,᛫ discussion ᛫,N
umbstandness,᛫ circumstances ᛫,N
umbtrim,᛫ to surround ᛫ to fortify ᛫,V
umbtrimming,᛫ a fortification ᛫,N
umbwend,᛫ to transform ᛫ to convert ᛫,N
umbwharft,᛫ a circle ᛫ an orbit ᛫,N
umbwharve,᛫ to revolve around ᛫ to orbit around ᛫,V
unache,᛫ to relieve from pain ᛫ soothe ᛫,V
unakin,᛫ unrelated ᛫ dissimilar ᛫,AJ
unalike,᛫ different ᛫,AJ
unalikeness,᛫ difference ᛫,N
unamete,᛫ immeasurable ᛫ immense ᛭ immeasurably ᛫ immensely ᛫,AJ᛭AV
unangetty,᛫ nonsensical ᛫,AJ
unanswering,᛫ unresponsive ᛫,AJ
unathelness,᛫ ignobility ᛫,N
unbelief,᛫ disbelief ᛫ an absence of religious belief ᛫,N
unbeliever,᛫ a nonbeliever ᛫ a heretic ᛫ a heathen ᛫,N
unbidden,᛫ uninvited ᛫,AJ
unbiseny,᛫ irregular ᛫ unruly ᛫,AJ
unblithe,᛫ melancholic ᛫,AJ
unbodied,᛫ incorporeal ᛫ formless ᛫,AJ
unbodily,᛫ incorporeal ᛫,AJ
unbootly,᛫ irremediable ᛫ without remedy ᛫,AJ
unbraid,᛫ to disentangle ᛫,V
unbuild,᛫ to deconstruct ᛫,V
unburden,᛫ to exonerate ᛫,V
uncanny,᛫ strange in an unsettling way ᛫,AJ
unchurch,᛫ to excommunicate ᛫,V
unclothe,᛫ to undress ᛫,V
uncouth,᛫ clumsy ᛫ awkward ᛫ crude ᛫ rude ᛫ unrefined ᛫ unfamiliar ᛫,AJ
uncouthness,᛫ unfamiliarity ᛫ crudeness ᛫ impoliteness ᛫,N
undear,᛫ cheap ᛫ disesteemed ᛫,AJ
undeathshildiness,᛫ immortality ᛫,N
undeed,᛫ an ill deed ᛫ an evil action ᛫ a crime ᛫ a misdeed ᛫,N
under,᛫ sub- ᛫,PREFIX
underbear,᛫ to support ᛫,V
underborough,᛫ a suburb ᛫,N
underborougher,᛫ an inhabitant of a suburb ᛫,N
underbow,᛫ to submit ᛫,V
undercome,᛫ to be affected by ᛫ to undergo ᛫ to submit ᛫ to come through ᛫ to come under ᛫,V
undercut,᛫ to offer goods or services at a lower price than a competitor ᛫ to undermine ᛫,V
underdelve,᛫ to undermine ᛫,V
underfang,᛫ to receive ᛫ to accept ᛫ to assume ( a position or office ) ᛫,V
underget,᛫ to notice ᛫ to realize ᛫ to make an observation ᛫ to discover ᛫,V
undergo,᛫ to experience ᛫,V
underground,᛫ a subway ᛫ a metro ᛫ a subterranean space or channel ᛭ subterranean ᛫,N᛭AJ᛭AV
underhanded,᛫ clandestine ᛫,AJ
underking,᛫ a viceroy ᛫ a petty king ᛫ a tribal ruler ᛫,N
underlet,᛫ to sublet ᛫,V
underlie,᛫ to be the basis foundation or cause of something ᛫,V
underling,᛫ a subordinate ᛫,N
underly,᛫ inferior ᛭ at a lower level ᛫ insufficiently ᛫,AJ᛭AV
underlying,᛫ implicit ᛫,AJ
undermakeup,᛫ primer ( makeup ) ᛫,N
undermeaning,᛫ a connotation ᛫,N
undern,᛫ 9 AM ᛫ tierce ᛫,N
undernim,᛫ to rebuke ᛫ to reprove ᛫ to censure ᛫ to find fault with ᛫ to criticize ᛫,V
undernye,᛫ to go under ᛫ to succumb to ᛫ to under go something bad ᛫,V
underpin,᛫ to give support; strength; or a basic structure to something ᛫,V
underred,᛫ infrared light ᛭ infrared ᛫,N᛭AJ
underroom,᛫ a basement or a cellar ( if it's comprised of only one room otherwise use "underrooms" ) ᛫,N
undersaregun,᛫ a submachine gun ᛫,N
underscore,᛫ to point up ᛫ to emphasize ᛫ to reinforce a point ᛫,V
underseek,᛫ to investigate ᛫,V
underseeking,᛫ investigation ᛫,N
understand,᛫ to comprehend ᛫,N
undertaker,᛫ a funeral director ᛫ a contractor ᛫ a publisher ᛫ a producer ᛫ a manager ᛫,N 
undertaking,᛫ a project ᛫,N
undertheed,᛫ to subject ᛫ to subjugate ᛫,V
undertheedingly,᛫ subjunctive ( grammar ) ᛫,AJ
undertilth,᛫ a subculture ᛫,N
undertongue,᛫ a sublingua ᛫,N
underwater,᛫ subaqueous ᛫,AJ
underway,᛫ in progress ᛫,AV
underway,᛫ an underpass ᛫ a tunnel ᛫,N
underwend,᛫ to subvert ᛫,V
underwood,᛫ understorey ᛫ boskage ᛫,N
underwrite,᛫ to subscribe ᛫,V
underyoke,᛫ to subjugate ᛫,V
undo,᛫ to unfasten ᛫ to cancel ᛫ to reverse ᛫ to destroy to cause the downfall of ᛫,V
undought,᛫ cowardice ᛫,N
undoughty,᛫ uncourageous ᛫ unvaliant ᛫ cowardly ᛫,AJ
undouth,᛫ vice ᛫,N
undrunken,᛫ sober ᛫,AJ
undying,᛫ immortal ᛫,AJ
unearth,᛫ to find in the ground by digging ᛫ to discover something hidden through investigation ᛫,V
uneath,᛫ uneasy ᛫ difficult ᛫ hard ᛭ uneasily ᛫,AJ᛭AV
unendingly,᛫ infinitive ( grammar ) ᛫,AJ
unendly,᛫ infinite ᛫ endless ᛭ infinitely ᛫ unendingly ᛫,AJ᛭AV
uneven,᛫ unequal ᛫ unequally balanced ᛫ not level or smooth ᛫ odd ( of numbers ) ᛫,AJ
unevenhood,᛫ inequality ᛫,N
unfair,᛫ unjust ᛫ inequitable ᛫ unsporting ᛫ unattractive ᛫ ugly ᛫,AJ
unfairness,᛫ injustice ᛫ inequity ᛫ unattractiveness ᛫ ugliness ᛫,N
unfetter,᛫ to release from restraint or inhibition ᛫,V
unfettered,᛫ unrestrained ᛫ laissez-faire ᛫,AJ
unfledged,᛫ inexperienced ᛫ novice ᛫ not yet mature ᛫,AJ
unfold,᛫ to develop ᛫ to come undone ᛫ to become revealed ᛫,V
unfolk,᛫ to depopulate ᛫,N
unfriend,᛫ to defriend ᛫,V
unfrith,᛫ unpeace ᛫ strife ᛫ discord ᛫ dissension ᛫,N
unfrost,᛫ to defrost ᛫,V
ungainly,᛫ clumsy ᛫ unwieldy ᛫,AJ
ungodly,᛫ impious ᛫ sinful ᛫ immoral ᛫,AJ
ungraith,᛫ unprepared ᛫ unready ᛫,AJ
ungraithly,᛫ unpreparedly ᛫ unreadily ᛫,AV
ungrounded,᛫ baseless ᛫ unfounded ᛫,AJ
unhallow,᛫ to make profane ᛫ to desecrate ᛫,V
unhandy,᛫ hard to handle ᛫ inconvenient ᛫,AJ
unhealth,᛫ infirmity ᛫,N
unhealthful,᛫ insalubrious ᛫,AJ
unhearsome,᛫ disobedient ᛫,AJ
unhearsomeness,᛫ disobedience ᛫,N
unheed,᛫ to ignore ᛫,V
unheel,᛫ to uncover ᛫ to reveal ᛫ to expose ᛫,V
unhill,᛫ to uncover ᛫ to expose ᛫,V
unhinge,᛫ to derange ᛫ to make mentally unbalanced ᛫ to bereave of stability ᛫ to throw into disorder ᛫,V
unhinged,᛫ mentally unbalanced ᛫ deranged ᛫,AJ
unk,᛫ us two ( accusative ) ᛫,N(PRO)
unkempt,᛫ having an untidy or dishevelled appearance ᛫,AJ
unker,᛫ my and your ᛫,N(PRO)
unkers,᛫ mine and yours ᛫,N(PRO)
unkinly,᛫ unsuitable ᛫ improper ᛫,AJ
unknowledge,᛫ ignorance ᛫,N
unkselves,᛫ we two's selves ᛫,N(PRO)
unlaw,᛫ a crime ᛫ lawlessness ᛫ a fine for the breaking of a law ᛫,N
unlawful,᛫ illegal ᛫,AJ
unleed,᛫ wretched ᛫ miserable ᛫,AJ
unlib,᛫ poison ( esp when used in witchcraft and sorcery ) ᛫,N
unlibwright,᛫ a maker of poisons ( esp a witch or sorcerer ) ᛫,N
unlift,᛫ bad air ᛫ malaria ᛫,N
unlike,᛫ different ᛫ dissimilar ᛭ different from ᛫ in contrast to ᛫ uncharacteristic of someone ᛫ dissimilar to ᛫,AJ᛭P
unlikeness,᛫ a difference ᛫,N
unlikeworthy,᛫ unlikable ᛫ unworthy of like ᛫,AJ
unlittiness,᛫ ugliness ᛫ disfigurement ᛫,N
unlitting,᛫ disfiguring ᛫,N
unlitty,᛫ to make or become ugly ᛫ to disfigure ᛭ ugly ᛫,V᛭AJ
unluck,᛫ bad fortune ᛫ misfortune ᛫,N
unmad,᛫ sane ᛫ lucid ᛫,AJ
unmaiden,᛫ to take the virginity of ᛫ to deflower ᛫ to disvirgin ᛫,V
unmaidening,᛫ defloration ᛫ deflowering ᛫,N
unmake,᛫ to disassemble ᛫ to destroy ᛫,V
unman,᛫ one considered beneath the status of a man ᛫,N
unmannish,᛫ inhuman ᛫ inhumane ᛫,AJ
unmeet,᛫ improper ᛫ unsuitable ᛫,AJ
unmerry,᛫ unpleasant ᛫ unfair ᛫,AJ
unmight,᛫ weakness ᛫ lack of strength ᛫ feebleness ᛫,N
unmighten,᛫ to disempower ᛫ to disable ᛫,V
unmightly,᛫ impossible ᛫,AJ
unmighty,᛫ weak ᛫ feeble ᛫ powerless ᛫,AJ
unmilse,᛫ sternness ᛫ wrath ᛫,N
unmilsenly,᛫ unpardonable ᛫,AJ
unmilsing,᛫ want of consideration ᛫ impiety towards God ᛫ pitilessness towards men ᛫,N
unmingle,᛫ to separate ᛫,V
unmirth,᛫ sadness ᛫ misery ᛫,N
unmood,᛫ despondency ᛫ dejection ᛫,N
unmoody,᛫ fainthearted ᛫ humble ᛫,AJ
unn,᛫ to grant ᛫ to allow ᛫ to permit ᛫,V
unnithing,᛫ an honest person ᛫ one accepted by their community ᛫,N
unoften,᛫ infrequently ᛫ seldom ᛫,AV
unorn,᛫ simple ᛫ plain ᛫ unexcessive ᛫ modest ᛫ unelaborate ᛫ unattractive ᛫ of low or humble rank ; status ; orquality ᛫ decrepit ᛫,AJ
unready,᛫ unprepared ᛫,AJ
unrearded,᛫ voiceless ( spoken without vibration of the vocal chords ) ᛫,AJ
unrede,᛫ bad advice ᛫,N
unriddle,᛫ to solve ( to figure out ) ᛫ to explain ( to make understandable ) ᛫,V
unride,᛫ unrestrained ᛫ uncontrolled ᛫ excessive ᛫ inordinately great ᛫ unmitigated ᛫ immoderate ᛫,AJ
unrightful,᛫ illegitimate ᛫,AJ
unrightfully,᛫ illegitimately ᛫,AV
unrightly,᛫ incorrectly ᛫,AV
unroadness,᛫ non-rhoticity ᛫,N
unrode,᛫ unreasonable ᛫ unwise ᛫ irrational ᛫,AJ
unroot,᛫ sad ᛫ sorrowful ᛫ distressed ᛫ displeased ᛫,AJ
unrown,᛫ to decrypt ᛫ to unencrypt ᛫,V
unrowned,᛫ decrypted ᛫ unencrypted ᛫,N
unseely,᛫ unhappy ᛫ miserable ᛫ unfortunate ᛫ unlucky ᛫ wretched ᛫,AJ
unseemly,᛫ inappropriate ᛫ indecent ᛫,AJ
unseenly,᛫ invisible ᛫,AJ
unsefful,᛫ senseless ᛫,AJ
unset,᛫ to depose ᛫ to displace ᛫,V
unsettling,᛫ disquieting ᛫,AJ
unsheer,᛫ impure ᛫,AJ
unshildy,᛫ innocent ᛫,AJ
unshod,᛫ bare-footed ᛫,AJ
unsidey,᛫ neutral ᛫,AJ
unsightly,᛫ ugly ᛫,AJ
unsooth,᛫ untruth ᛫ falsehood ᛫,N
unstaffwise,᛫ illiterate ᛫,AJ
unsteadfast,᛫ capricious ᛫ vacillating ᛫,AJ
unstill,᛫ to disturb ᛫ to disquiet ᛫,V
unsundrenly,᛫ inseparable ᛫ indivisible ᛫,AJ
unsung,᛫ something which has not been lauded or appreciated ᛫ not sung about ᛫,AJ
unsuttle,᛫ vague ᛫ unclear ᛫,AJ
unsuttleness,᛫ ambiguity ᛫ vagueness ᛫ unclearness ᛫,N
unsweven,᛫ a bad vision ᛫ a bad dream ᛫ a nightmare ᛫,N
unsyefast,᛫ unvictorious ᛫ untriumphant ᛫ not successful ᛫,AJ
untellenly,᛫ indescribable ᛫,AJ
unthank,᛫ ingratitude ᛫ harm ᛫ injury misfortune ᛫ thanklessness ᛫,N
unthatch,᛫ to uncover ᛫,V
unthew,᛫ a vice ᛫,N
unthrift,᛫ wastefulness ᛫ extravagance ᛫ a spendthrift ᛫ a prodigal ᛫,N
unthrifty,᛫ prodigal ᛫ wasteful ᛫ ( of plants or livestock ) not strong or healthy ᛫,AJ
